"","Trans2","Trans4","Trans5","Trans6","Trans7","Trans8","Trans9","Trans11","Trans31","Trans41","Food10","Food18","Food26","Food30","Food43","Food46","Food51","Food53","Food55","Food58","Food59","Food81","Food82","Food87","Food107","Food137","Food150","Food153","Food156","Food160","Food162"
"178",53.25,216.11,1,4,14,31,12,17,1,0,0,6,24.3,0,21.53,7.9,11,6,4,50.71,43.74,0.48710748,0.274827674,0.100842482,0,8,4,14,14,0,3.45
"179",7.17,46.46,0,1,2,11,27,39,0,0,0,0,0,0,0,0,0,1,0,3.65,0,0,0,0,0,0,0,1,1,0,0
"180",20.3,88.26,3,4,9,17,9,30,1,15,4.25,1,4.25,0,0,0,0,0,4,8.2,0,0.21664465,0,0,0,0,0,19,2,0,0
"181",5.05,165.78,0,1,18,35,3,20,0.5,1,0,0,0,0,0,15.4,0,14,0,42.85,0,0.489005236,0,0.322513089,0,15,0,5,31,0,8.2
"182",0,106.15,0,0,0,21,9,27,0,3,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,6,32,2,0,0
"183",9.38,13.83,3,3,3,4,3,353,0,348,0,0,0,0,3.69,0,1,1,0,0,3.69,0,0.639514731,0,1,1,1,0,0,0,0
"184",0,79.37,0,0,0,13,5,14,1,5,0,0,0,0,0,0,2,0,2,13.35,9.5,0,0,0,0,0,0,0,6,0,0
"185",20.2,106.29,0,2,5,12,10,30,0.5,16,0,2,7.9,0,0,0,0,0,3,47.4,0,0.811643836,0,0,0,0,1,14,14,0,0
"186",0,63.32,0,0,0,10,33,49,0,15,0,0,0,0,0,0,12,0,0,4.38,55.01,0,0,0,0,0,2,7,1,0,0
"187",11.05,74.8,0,2,11,13,37,113,0,37,0,3,11.05,0,0,0,0,0,6,56.34,0,0.836205534,0,0,0,7,11,0,22,0,0
"188",80.26,142.37,10,16,26,30,40,60,0.88,0,27.03,10,39.05,0,26.6,0,6,0,0,73.75,26.6,0.624614027,0.234671372,0,8,16,5,5,12,3.45,3.45
"189",0,99.36,0,0,14,20,26,35,0,7,0,0,0,0,0,29.6,0,8,4,0,0,0,0,0.558490566,0,1,0,16,5,0,11.85
"190",12.1,114.34,2,2,4,18,0,4,0,2,0,0,0,3.9,0,10.2,0,0,2,0,0,0,0,0.48456057,1,3,2,5,0,1.25,4.9
"191",58.95,106.78,4,5,7,10,26,80,1,24,0,0,0,23.6,0,35.4,0,1,2,0,0,0,0,0.972527473,4,7,1,0,10,7.8,11.7
"192",21.15,115.95,0,4,10,27,0,11,0,0,0,4,17.2,0,0,15.5,0,1,0,31.5,0,0.587404995,0,0.336590662,0,8,3,2,10,0,7.4
"193",0,66.05,0,0,0,9,3,19,0,2,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,6,0,0,0
"194",0,41.15,0,0,0,26,34,39,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,24,0,32,0,0
"195",0,154.13,0,0,9,23,16,28,0.75,14,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,1,0,0
"196",99.89,173.46,1,13,24,26,19,118,0,91,0,2,8.2,45.8,0,45.8,0,4,0,27.8,0,0.234995774,0,0.38715131,1,4,8,7,12,12.25,33
"197",7.6,66.42,1,1,5,8,10,43,0,17,0,0,0,7.6,0,15.3,0,0,2,13.35,0,0.34496124,0,0.593023256,1,3,0,2,5,3.45,6.4
"198",0,96.24,0,0,10,13,0,31,1,0,0,0,0,0,4.25,15.6,2,2,6,0,10.2,0,0.141903172,0.520868114,0,5,0,2,2,0,7.5
"199",0,9.25,0,0,1,6,19,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,0
"200",0,61.5,0,0,0,10,20,37,1,13,0,0,0,0,0,0,4,4,0,0,13.2,0,0,0,0,0,0,2,0,0,0
"201",35.9,104.25,2,10,23,27,33,85,0,1,5.9,7,21.85,0,0,0,0,1,2,64.9,0,0.77275704,0,0,0,8,16,0,26,3.45,3.45
"202",0,19.1,0,0,4,7,3,117,0,50,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0.391489362,0,0,0,3,3,0,4.7
"203",0,34.12,0,0,4,6,21,107,0,64,0,0,0,0,0,0,0,0,0,3.45,0,0.584745763,0,0,0,0,3,0,5,0,2.45
"204",0,82.61,0,0,4,11,2,47,1,42,0,0,0,0,0,7.7,1,0,8,3.95,4.25,0,0,0.220946915,0,1,2,8,8,0,6.9
"205",0,26.95,0,0,0,4,11,21,0,5,0,0,0,0,0,0,4,0,0,0,15.7,0,0,0,0,0,4,0,0,0,0
"206",10,61.48,0,2,3,9,2,37,0,40,0,1,4.75,0,5.25,0,7,0,4,4.75,32.95,0.272988506,0.301724138,0,0,0,4,6,2,0,0
"207",0,134.74,0,0,0,22,3,7,1,1,0,0,0,0,0,0,11,3,11,7.83,35.72,0,0,0,0,0,3,8,27,0,0
"208",8.93,12.81,2,2,2,3,37,345,0,275,0,0,0,0,4.91,0,3,0,0,0,8.79,0,1,0,0,0,2,1,0,0,0
"209",13.55,44.2,1,3,8,9,40,136,1,60,0,2,9.3,0,9,0,3,0,0,18.6,13.75,0.659574468,0.319148936,0,0,5,1,0,4,0,0
"210",18.83,141.54,0,5,14,27,27,56,0.8,4,0,1,3.65,0,0,13.1,1,9,0,42.8,2.32,0.631739573,0,0.266531028,0,9,5,4,2,0,6.7
"211",0,9.83,0,0,0,2,0,98,1,4,0,0,0,0,0,0,0,0,0,7.42,0,0,0,0,0,0,2,0,3,0,0
"212",0,273.42,0,0,12,44,0,3,0,2,0,0,0,0,0,50.05,2,1,2,26.7,6.67,0.201618837,0,0.736571008,0,9,19,4,35,0,22.95
"213",0,138.26,0,0,10,16,40,67,0.75,0,0,0,0,0,0,0,2,0,10,57.45,8.6,0.683115339,0,0,0,12,4,6,19,0,0
"214",0,39.15,0,0,0,13,25,51,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"215",0,127.28,0,0,4,10,9,34,0,5,0,0,0,0,0,33.45,0,0,2,0,0,0,0,0.907734057,0,3,3,2,10,0,11.25
"216",0,100.2,0,0,1,20,15,18,0,0,0,0,0,0,0,0,0,10,4,10.85,0,0,0,0,0,0,1,10,18,0,0
"217",0,37.89,0,0,0,6,13,35,0,4,0,0,0,0,0,0,5,6,4,0,17.8,0,0,0,0,0,0,2,0,0,0
"218",34.42,46.18,4,4,4,6,31,301,0,5,0,0,0,18.82,0,18.82,0,1,2,3.98,0,0,0,0.677465803,3,3,0,2,6,10.37,10.37
"219",40.13,134.6,3,7,15,22,1,15,0,30,0,4,13.5,4.7,0,4.7,0,0,0,68.7,0,0.465800577,0,0.052187431,0,14,0,0,5,1.95,1.95
"220",0,77.57,0,0,0,13,28,36,0,1,0,0,0,0,0,0,4,0,5,2.85,23.8,0,0,0,0,0,4,0,6,0,0
"221",83.49,193.62,2,10,17,32,4,18,0,13,0,0,0,17.6,0,17.6,0,0,6,39.55,0,0.399115044,0,0.311504425,1,8,8,3,27,9.35,9.35
"222",0,101.05,0,0,0,21,20,25,0,2,0,0,0,0,0,0,0,0,2,55.75,0,0,0,0,0,0,13,0,17,0,0
"223",0,134.05,0,0,1,17,13,19,0,2,0,0,0,0,0,0,1,2,5,38.52,4.58,0,0,0,0,0,3,5,14,0,0
"224",9.7,56.9,1,1,1,13,2,38,0,0,0,0,0,0,9.7,0,18,0,0,0,50.8,0,1,0,1,1,2,8,0,0,0
"225",0,112.21,0,0,4,15,31,52,0,11,0,0,0,0,0,14.3,0,4,0,0,0,0,0,0.899371069,0,2,1,7,10,0,3.45
"226",0,56.9,0,0,0,10,12,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",8.9,63,0,1,5,10,22,65,1,0,0,2,8.9,0,0,7.4,1,0,2,31.55,3.95,0.726829268,0,0.240650407,0,1,1,9,9,0,3.45
"228",0,87.85,0,0,8,28,28,38,1,0,0,0,0,0,0,4.91,0,0,4,28.73,0,0.574523397,0,0.425476603,0,0,21,0,23,0,2.7
"229",8.58,27.91,1,1,1,3,22,170,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"230",0,46.15,0,0,5,10,2,16,0,2,0,0,0,0,9.9,0,5,2,0,0,17.8,0,0.908256881,0,0,0,1,2,0,0,0
"231",71.3,132.41,16,16,20,30,4,22,0,16,10.6,3,10.6,14.35,0,26.15,0,19,2,10.6,0,0.190134529,0,0.469058296,8,8,12,7,9,10.6,15.1
"232",23.59,81.37,4,4,13,17,26,84,0,126,0,0,0,0,0,11.75,0,1,0,0,0,0,0,0.375399361,1,2,0,4,5,6.95,16.35
"233",0,209.39,0,0,1,26,0,18,1,15,0,0,0,0,0,6.9,3,0,5,12.02,11.2,0,0,0.92,0,1,7,1,8,0,3.25
"234",61.6,127.75,5,11,12,19,17,31,1,0,14.5,9,34.85,19.3,0,19.3,0,2,6,43.15,0,0.542834891,0,0.300623053,1,6,7,3,10,8.65,8.65
"235",62.7,222.47,9,10,17,30,3,33,0,0,0,0,0,37.15,0,49.2,0,0,10,7.2,0,0.052913199,0,0.585017836,2,2,5,30,27,14.15,21.4
"236",0,34.62,0,0,0,10,40,45,0,0,0,0,0,0,0,0,8,0,0,9.3,25.32,0,0,0,0,0,0,10,0,0,0
"237",35.77,115.7,0,3,5,19,15,30,0,1,0,0,0,35.77,0,46.98,5,0,0,0,21.18,0,0,1,0,5,3,4,1,14.1,18.92
"238",67.73,109.89,4,10,13,16,2,92,1,52,0,0,0,49.11,0,70.29,0,0,5,0,0,0,0,0.785363129,2,5,15,3,14,25.19,37.29
"239",27.18,58.43,3,4,5,9,1,62,0,52,0,0,0,13.28,9.72,20.27,2,1,0,4.58,9.72,0,0.313649564,0.654081962,3,3,0,6,5,4.82,7.23
"240",0,381.98,0,0,0,31,1,9,0,0,0,0,0,0,0,0,15,0,20,14.47,62.83,0,0,0,0,0,0,35,3,0,0
"241",12.55,39.38,0,2,5,8,9,26,0,3,0,1,3.95,0,0,0,0,0,4,12.35,0,1,0,0,0,0,2,0,2,0,0
"242",0,48.27,0,0,9,11,11,98,1,24,0,0,0,0,7.76,14.01,2,0,0,8.7,7.76,0.285526748,0.254676731,0.459796521,0,2,5,0,4,0,7.23
"243",18.45,30.4,2,5,5,6,3,244,0,234,2.75,1,2.75,0,3.75,0,1,0,0,2.75,3.75,0.149051491,0.203252033,0,0,1,2,0,1,0,0
"244",0,192.24,0,0,5,40,0,6,0,0,0,0,0,0,9.6,0,33,0,3,0,140.74,0,0.451764706,0,0,2,3,13,1,0,0
"245",0,320.65,0,0,0,54,0,5,1,3,0,0,0,0,0,0,4,4,3,4.38,8.96,0,0,0,0,0,2,111,1,0,0
"246",4.35,38.71,0,1,1,6,4,36,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0
"247",0,48.1,0,0,0,4,3,10,0,1,0,0,0,0,0,0,4,0,0,4.45,10.9,0,0,0,0,0,0,12,8,0,0
"248",0,73.85,0,0,4,13,10,13,1,2,0,0,0,0,0,0,3,2,0,21.15,13.45,0.968586387,0,0,0,2,2,5,5,0,0
"249",14.46,76.22,1,1,2,8,17,39,1,21,0,0,0,0,14.46,0,8,0,4,15.94,22.91,0,0.48654105,0,0,1,8,3,4,0,0
"250",0,24.51,0,0,0,4,3,51,0,9,0,0,0,0,0,0,2,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0
"251",0,85.22,0,0,2,20,6,17,1,5,0,0,0,0,0,0,3,0,0,44.5,9.47,1,0,0,0,1,3,0,6,0,0
"252",0,59.25,0,0,4,7,28,119,0,0,0,0,0,0,8.9,0,3,0,3,3.25,13.65,0.1371308,0.3755274,0,0,2,3,2,2,0,0
"253",0,23.05,0,0,0,4,3,7,0,3,0,0,0,0,0,0,1,0,0,0,4.45,0,0,0,0,0,1,0,1,0,0
"254",0,89.95,0,0,4,20,10,19,0.75,2,0,0,0,0,0,5.6,0,18,7,25.3,0,0.691460055,0,0.308539945,0,2,6,7,9,0,1.95
"255",42.1,114.84,8,8,14,21,30,43,0.5,6,4.15,1,4.15,33,0,53.23,0,1,3,4.15,0,0.061029412,0,0.782794118,3,6,0,5,13,19.3,30.72
"256",30.86,116.97,4,7,14,19,24,52,0.2,17,0,2,9.53,5.12,8.25,5.12,2,1,7,9.53,8.25,0.176285609,0.152608213,0.094709582,3,13,9,2,22,1.48,1.42
"257",0,169.41,0,0,11,29,0,10,0,5,0,0,0,0,0,9.15,0,1,0,8.3,0,0.116922303,0,0.230072919,0,3,3,3,13,0,21.2
"258",23.47,45.37,1,3,5,6,39,144,0,77,9.9,3,13.82,0,0,14.1,0,0,0,21.12,0,0.553373456,0,0.446626544,0,1,2,3,4,0,4.9
"259",92,136.35,7,12,14,18,37,76,0,7,4.75,1,4.75,61.35,0,69.85,0,0,0,4.75,0,0.060858424,0,0.894939142,1,1,0,12,13,26.15,33.35
"260",0,134.55,0,0,0,37,14,26,1,0,0,0,0,0,0,0,0,3,0,23.1,0,0,0,0,0,0,3,3,10,0,0
"261",0,212.55,0,0,16,35,5,25,1,18,0,0,0,0,0,57,0,4,13,56.05,0,0.183927092,0,0.472245236,0,15,15,8,32,0,27.65
"262",0,83.1,0,0,4,10,33,36,0,1,0,0,0,0,0,5.9,0,1,11,0,0,0,0,0.244306418,0,2,1,12,6,0,2.45
"263",34.55,46.43,12,12,12,17,0,4,1,3,2.95,1,2.95,0,19.35,0,5,8,0,2.95,19.35,0.1121673,0.735741445,0,4,4,12,0,1,0,0
"264",0,90.99,0,0,5,16,21,27,0,0,0,0,0,0,21.75,0,18,0,0,0,74.31,0,0.973154362,0,0,4,1,1,0,0,0
"265",0,59.05,0,0,0,8,28,31,0,1,0,0,0,0,0,0,2,0,4,7.9,8.7,0,0,0,0,0,2,1,6,0,0
"266",0,23.39,0,0,0,5,12,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0
"267",4.95,56.25,1,1,2,8,22,36,0,7,0,0,0,0,4.95,8.73,4,0,0,0,17.32,0,0.361842105,0.638157895,0,2,0,4,0,0,2.44
"268",4.75,25.8,0,1,3,6,34,174,0,0,0,0,0,0,13.95,0,4,0,0,0,17.9,0,1,0,0,3,1,0,0,0,0
"269",43.95,120,3,6,6,15,9,41,1,0,0,7,26.45,0,0,0,2,0,6,33.35,10.5,0.684346701,0,0,1,1,0,12,15,0,0
"270",45.23,103.49,7,9,10,22,6,12,1,1,0,0,0,0,9.7,0,4,0,0,0,20.6,0,1,0,0,0,0,3,0,0,0
"271",0,85.82,0,0,3,17,6,10,0,2,0,0,0,0,0,0,2,3,8,22.3,6.78,0,0,0,0,0,18,0,11,0,0
"272",0,28.94,0,0,0,5,9,51,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
"273",0,140.45,0,0,3,20,2,5,1,2,0,0,0,0,9.84,0,10,0,13,8.17,46.08,0,0.5,0,0,2,1,18,9,0,0
"274",0,51.57,0,0,0,14,8,23,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,6,0,0
"275",17.15,34.76,4,4,5,6,20,301,0,33,4.67,1,4.67,0,0,0,0,1,4,4.67,0,0.233033932,0,0,1,1,2,2,3,0,0
"276",0,21.52,0,0,1,11,38,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0
"277",0,52.52,0,0,4,10,22,69,1,0,0,0,0,0,0,11.97,1,2,0,0,2.53,0,0,0.856836077,0,2,1,2,4,0,4.42
"278",70.9,262.85,1,12,30,53,1,6,0,5,0,0,0,39.85,0,63.55,0,5,4,3.95,0,0.028335725,0,0.455882353,0,6,4,31,1,31.65,61.35
"279",4.15,44,0,1,3,8,11,43,1,23,0,1,3.65,0,0,0,4,0,2,12.25,18.4,0.960784314,0,0,0,4,3,2,4,0,0
"280",7.68,36.73,0,2,3,8,19,28,0,0,0,0,0,0,7,0,5,0,0,0,18.75,0,1,0,0,1,5,0,0,0,0
"281",0,205.63,0,0,9,37,6,9,1,2,0,0,0,0,0,0,0,9,38,2.95,0,0,0,0,0,2,21,15,15,0,0
"282",0,25.11,0,0,0,5,12,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"283",29.4,235.3,0,4,5,29,1,7,0.5,0,0,3,14.05,6.7,0,12.65,0,0,0,31.85,0,0.469899666,0,0.423076923,0,1,0,14,27,2.45,6.95
"284",0,29.91,0,0,3,5,7,151,0,21,0,0,0,0,0,5.4,0,0,0,2.95,0,0.315508021,0,0.577540107,0,0,4,0,4,0,2.45
"285",0,12.2,0,0,2,3,4,159,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0.773869347,0,0,0,1,2,0,4,0,0
"286",0,74,0,0,0,30,3,13,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,11,16,0,0
"287",34.91,69.48,6,8,13,18,21,59,0,15,0,0,0,5.31,7.57,17.11,2,0,0,3.69,7.57,0.111178066,0.228080747,0.515516722,2,3,1,2,1,4.82,12.05
"288",45.75,93.25,6,9,13,17,13,16,0,1,0,0,0,7.65,3.72,19.66,1,0,8,6.35,3.72,0.106543624,0.062416107,0.329865772,1,1,16,0,15,10.32,14.99
"289",0,53.89,0,0,0,10,13,24,0,3,0,0,0,0,0,0,0,0,2,8.9,0,0,0,0,0,0,0,0,1,0,0
"290",27.16,57.76,6,8,11,16,9,59,0,6,9.6,2,9.6,0,0,0,0,0,2,9.6,0,0.303797468,0,0,2,6,0,5,7,0,0
"291",11.85,125.67,0,1,3,6,0,121,0,0,0,0,0,8.4,0,21,0,0,0,0,0,0,0,1,0,1,2,0,2,4.95,10.65
"292",27.28,30.97,4,4,4,5,33,348,0,309,12.68,3,12.68,11.65,0,11.65,0,0,0,16.37,0,0.464809384,0,0.427052786,5,5,0,0,2,5.9,5.9
"293",0,86.83,0,0,9,17,17,58,1,28,0,0,0,0,13.35,0,4,1,2,0,16.6,0,0.562105263,0,0,0,2,5,0,0,0
"294",0,78.38,0,0,9,18,20,41,0,0,0,0,0,0,0,0,2,0,0,48.89,4.28,0.898298049,0,0,0,4,7,0,13,0,0
"295",0,27.16,0,0,0,7,32,49,0,8,0,0,0,0,0,0,2,0,0,6.9,9.3,0,0,0,0,0,2,0,2,0,0
"296",0,86.4,0,0,0,19,15,34,0,1,0,0,0,0,0,0,0,1,12,20.95,0,0,0,0,0,0,9,6,19,0,0
"297",7.53,18.71,1,2,2,4,1,234,0,66,0,1,2.71,3.64,0,3.64,0,1,2,2.71,0,0.359893758,0,0.483399734,0,0,5,0,3,0.93,0.93
"298",4.25,48.25,0,1,5,9,36,76,0,5,0,0,0,0,8.2,8.5,5,0,3,0,15.36,0,0.359649123,0.372807018,0,4,0,7,3,0,2.45
"299",165.17,346.13,10,33,46,64,36,40,1,1,27.1,29,133.35,0,0,0,1,1,0,191.2,5,0.981801638,0,0,6,33,5,0,24,0,0
"300",3.25,23.05,0,1,4,6,14,103,1,17,0,1,3.25,0,0,0,0,0,0,3.25,0,0.291479821,0,0,0,1,2,0,1,0,7.9
"301",0,63.45,0,0,3,36,1,7,0,3,0,0,0,0,0,0,5,5,4,0,11.22,0,0,0,0,0,7,2,5,0,0
"302",0,82.74,0,0,12,16,22,86,0,0,0,0,0,0,0,9.35,0,1,6,0,0,0,0,0.410087719,0,3,9,0,5,0,2.45
"303",0,135.73,0,0,1,40,0,4,1,3,0,0,0,0,0,0,0,1,0,52.55,0,1,0,0,0,1,1,20,27,0,0
"304",0,16.81,0,0,0,4,27,76,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",27.55,82.05,3,8,15,26,11,33,0,16,0,0,0,14.6,4.25,21.55,1,0,0,0,4.25,0,0.091006424,0.461456103,0,0,21,0,20,12.8,21.45
"306",3.95,109.52,0,1,7,20,17,41,0.14,0,0,0,0,0,6.5,9.9,2,11,0,0,6.5,0,0.194844125,0.29676259,0,4,3,1,12,0,2
"307",59.62,69.02,1,8,8,10,19,184,0.33,64,0,2,9.5,13.8,8.9,13.8,2,0,4,18.9,8.9,0.179924242,0.168560606,0.261363636,2,3,2,7,7,11.8,11.8
"308",0,192.35,0,0,16,31,19,26,0.75,16,0,0,0,0,0,25.15,2,6,0,31.7,9.5,0.474358974,0,0.42991453,0,4,0,19,15,0,9.35
"309",0,24.33,0,0,0,8,13,37,0,0,0,0,0,0,0,0,3,0,0,0,9.84,0,0,0,0,0,0,2,0,0,0
"310",0,62.59,0,0,0,14,15,21,0,0,0,0,0,0,0,0,9,0,0,0,29.77,0,0,0,0,0,4,0,0,0,0
"311",1.67,89.81,2,2,12,19,13,21,0,3,0,0,0,0,0,0,0,7,2,9.1,0,1,0,0,0,2,0,3,2,0,0
"312",40.8,114.25,7,10,20,25,9,29,0,12,0,0,0,6.4,44.95,6.4,13,7,6,3.65,53.55,0.05259366,0.647694525,0.09221902,1,11,15,3,2,2.45,2.45
"313",0,133.88,0,0,16,19,12,129,1,33,0,0,0,0,0,56.6,0,2,6,0,0,0,0,0.696186962,0,1,6,1,0,0,20.25
"314",0,23.3,0,0,1,6,13,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"315",0,11.2,0,1,1,3,1,207,0,6,0,0,0,0,0,0,1,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0
"316",9.35,115.77,0,3,20,27,2,37,1,0,0,1,2.95,0,0,12.6,0,0,0,6.6,0,0.34375,0,0.65625,0,2,2,1,7,0,5
"317",0,122.66,0,0,12,28,19,27,0,0,0,0,0,0,24.2,0,18,0,2,8.3,70.47,0.10310559,0.601242236,0,0,8,8,0,3,0,0
"318",0,28,0,0,0,3,2,11,0,0,0,0,0,0,0,0,4,0,0,0,8.9,0,0,0,0,0,0,2,0,0,0
"319",9.6,9.6,3,3,3,4,2,332,0,323,4.45,1,4.45,0,0,0,0,0,0,4.45,0,0.529761905,0,0,0,0,0,2,2,0,0
"320",0,18.95,0,0,0,3,0,25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"321",52.56,116.73,0,6,11,14,2,32,0,28,0,1,4.37,0,26.53,0,6,0,0,22.83,26.53,0.398536261,0.588378798,0,0,8,3,3,1,0,0
"322",0,59.9,0,0,5,13,29,33,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,8,0,0
"323",0,166.5,0,0,10,35,1,4,0,2,0,0,0,0,0,0,0,0,0,127,0,0.860082305,0,0,0,9,0,2,31,0,0
"324",64.36,207.83,4,11,16,28,0,7,0,6,11.46,5,19.13,6.29,0,21.03,1,5,13,39.44,3.95,0.277062011,0,0.253220951,1,5,21,2,31,8.26,15.82
"325",22.4,53.77,0,2,3,8,4,33,0,17,0,0,0,0,12.55,0,5,4,11,0,16.49,0,0.359084406,0,0,1,13,1,2,0,0
"326",32.7,98.4,0,8,10,24,35,53,0,5,0,0,0,0,0,0,4,0,0,7.6,13.85,1,0,0,0,0,2,2,1,0,0
"327",0,141.84,0,0,2,15,13,41,1,7,0,0,0,0,0,0,2,2,22,0,9,0,0,0,0,1,4,0,13,0,0
"328",0,54.26,0,0,0,11,0,20,0,13,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,17,0,0,0
"329",0,98.54,0,0,2,11,31,50,0.25,15,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,1,4,9,3,0,0
"330",12.71,19.08,2,3,3,5,33,257,0,1,0,0,0,4.97,0,4.97,0,0,4,0,0,0,0,0.391030685,0,0,2,3,3,3.23,3.23
"331",0,31.65,0,0,0,12,16,45,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0
"332",0,44.48,0,0,1,12,26,42,0,3,0,0,0,0,4.67,0,8,0,0,4.66,22.26,0,1,0,0,1,2,0,1,0,0
"333",200.78,387.13,22,22,23,38,9,34,0,5,0,0,0,12.09,40.32,12.09,15,11,77,0,54.13,0,0.229482072,0.068810472,13,13,7,17,15,2.41,2.41
"334",13.65,80.7,0,3,10,24,33,44,1,6,0,2,9.7,0,0,0,0,7,0,23.4,0,0.753623188,0,0,0,4,4,4,9,0,3.45
"335",0,28.84,0,0,2,7,12,41,0,26,0,0,0,0,0,0,0,4,2,7.8,0,0.382198953,0,0,0,2,2,2,3,0,0
"336",54.85,82.55,3,7,9,13,6,57,1,21,0,1,4.67,23.33,4.38,23.33,1,0,8,11.95,4.38,0.131671407,0.07328091,0.390329597,3,6,4,5,13,11.64,11.64
"337",0,26.25,0,0,0,5,5,32,0,0,0,0,0,0,0,0,0,0,2,10.45,0,0,0,0,0,0,2,1,4,0,0
"338",4.95,32.97,0,1,3,6,3,87,0,0,0,0,0,0,4.95,0,1,0,0,14.49,4.95,0.49592668,0.50407332,0,0,1,0,4,1,0,0
"339",0,93.15,0,0,5,25,0,10,1,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0
"340",7.2,15.49,1,2,3,4,4,262,0,167,0,0,0,0,3.25,0,1,2,0,0,3.25,0,0.619047619,0,0,1,1,1,1,0,0
"341",1.8,6.75,1,1,3,4,25,163,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0
"342",21.99,80.31,1,5,11,19,0,10,0,0,0,2,8,7.4,0,7.4,0,6,0,17.5,0,0.513196481,0,0.217008798,1,7,1,6,4,4.95,4.95
"343",20.14,46.89,4,5,7,9,32,100,0,34,0,0,0,8.45,0,15.72,0,1,2,0,0,0,0,0.386811024,2,3,3,1,5,4.86,7.27
"344",19.58,81.03,5,5,6,14,29,34,1,2,0,0,0,0,0,0,4,5,8,0,9.5,0,0,0,0,1,0,8,0,3.45,3.45
"345",3.95,45.55,0,1,2,9,38,52,0,7,0,0,0,0,3.95,4.2,8,0,0,0,32.4,0,0.484662577,0.515337423,0,0,9,1,1,0,2.45
"346",0,136.13,0,0,0,27,10,31,1,18,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,17,1,0,0
"347",5.16,56.2,1,1,1,5,12,40,0,0,4.67,1,4.67,0,0,0,0,0,0,4.67,0,0.90503876,0,0,0,0,4,6,8,0,0
"348",21.75,44.15,3,5,5,9,23,78,1,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,7,1,0,0
"349",46.85,96.8,4,11,17,23,8,48,0,1,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,1,3,0,5,0,0
"350",29.55,39.05,9,12,14,15,24,137,1,65,0,0,0,6.65,0,6.65,0,0,0,0,0,0,0,0.223154362,8,10,0,3,13,2,2
"351",0,29.9,0,0,4,9,6,87,0,78,0,0,0,0,0,0,0,0,0,11.8,0,1,0,0,0,2,1,1,0,0,0
"352",25.8,72.86,1,3,3,11,6,23,0,2,0,1,4.58,0,0,0,0,0,2,9.16,0,0.379767828,0,0,0,0,0,4,3,0,0
"353",50.89,103.77,4,11,18,21,25,77,1,11,2.95,1,2.95,0,0,0,0,1,2,2.95,0,0.215328467,0,0,2,2,3,1,3,0,0
"354",0,78.69,0,0,0,10,35,48,1,2,0,0,0,0,0,0,6,2,4,0,31.18,0,0,0,0,0,0,20,0,0,0
"355",0,59.35,0,0,0,9,6,20,1,0,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0,0,0,1,6,9,0,0
"356",1,106.38,1,1,13,20,26,38,0,4,0,0,0,0,4.57,15.78,1,1,0,23.53,4.57,0.3131402,0.08071353,0.2787001,0,2,1,13,4,0,20.16
